2.303723144531250000e+01,-1.170743846893310547e+01,-1.072472858428955078e+01,4.277826547622680664e-01,1.109149265289306641e+01
2.032357406616210938e+01,-1.125809478759765625e+01,-1.048573207855224609e+01,5.774555206298828125e-01,1.043020725250244141e+01
2.375052833557128906e+01,-7.305479049682617188e+00,-5.754619598388671875e+00,1.387907266616821289e+00,9.494352340698242188e+00
2.067193222045898438e+01,-1.146859073638916016e+01,-7.916988372802734375e+00,-7.840256094932556152e-01,7.871565341949462891e+00
1.664269065856933594e+01,-1.448732948303222656e+01,-6.927519321441650391e+00,-1.839249491691589355e+00,8.364815711975097656e+00
1.935889816284179688e+01,-1.372155380249023438e+01,-9.236644744873046875e+00,-1.670513510704040527e+00,1.013069915771484375e+01
1.987377929687500000e+01,-1.188749790191650391e+01,-6.401414871215820312e+00,-2.234854102134704590e-01,7.499491214752197266e+00
2.532531738281250000e+01,-1.053679656982421875e+01,-8.474128723144531250e+00,-7.240764498710632324e-01,1.099654293060302734e+01
2.493029022216796875e+01,-7.392486572265625000e+00,-4.607272148132324219e+00,1.467941403388977051e+00,7.933128356933593750e+00
2.454336166381835938e+01,-7.928762912750244141e+00,-5.590088367462158203e+00,1.791955709457397461e+00,6.188890457153320312e+00
2.476350784301757812e+01,-7.213452339172363281e+00,-8.778563499450683594e+00,-2.610252141952514648e+00,7.831118106842041016e+00
2.367739105224609375e+01,-8.785816192626953125e+00,-9.839751243591308594e+00,2.819240689277648926e-01,7.985952854156494141e+00
2.099367141723632812e+01,-1.215008068084716797e+01,-9.693916320800781250e+00,3.518400341272354126e-02,8.807547569274902344e+00
1.847111129760742188e+01,-1.274694156646728516e+01,-6.518311977386474609e+00,4.929400980472564697e-02,7.363615036010742188e+00
1.981670188903808594e+01,-1.200558662414550781e+01,-6.853250503540039062e+00,-9.782212972640991211e-01,7.378324508666992188e+00
1.358796977996826172e+01,-1.355943775177001953e+01,-6.112288475036621094e+00,-1.172150731086730957e+00,6.546480178833007812e+00
1.668527030944824219e+01,-1.213630008697509766e+01,-4.773694992065429688e+00,-1.450970530509948730e+00,6.216035366058349609e+00
1.933213233947753906e+01,-1.054041767120361328e+01,-5.468029022216796875e+00,-5.338048934936523438e-01,7.613541603088378906e+00
2.259348106384277344e+01,-8.770962715148925781e+00,-5.555423736572265625e+00,-3.996164798736572266e-01,7.760097503662109375e+00
2.240834808349609375e+01,-1.613952255249023438e+01,-1.195189285278320312e+01,-3.901495218276977539e+00,1.277863788604736328e+01
2.296641921997070312e+01,-1.417878246307373047e+01,-1.221810245513916016e+01,-3.066140890121459961e+00,1.173617553710937500e+01
2.329166603088378906e+01,-6.847517967224121094e+00,-8.813775062561035156e+00,-3.479145765304565430e+00,9.509788513183593750e+00
2.224178123474121094e+01,-1.290334033966064453e+01,-1.219630527496337891e+01,-2.205993652343750000e+00,1.067325592041015625e+01
2.257750320434570312e+01,-1.452490711212158203e+01,-1.384257125854492188e+01,-3.007934808731079102e+00,1.234782218933105469e+01
2.419777679443359375e+01,-1.476392459869384766e+01,-1.478746128082275391e+01,-3.923512220382690430e+00,1.279251861572265625e+01
2.489984703063964844e+01,-1.276485157012939453e+01,-1.300202560424804688e+01,-1.985785722732543945e+00,1.233281517028808594e+01
2.420680618286132812e+01,-1.330663585662841797e+01,-1.309435462951660156e+01,-1.698955416679382324e+00,1.219297981262207031e+01
